family,rich,AM,EM,NM,OM,ER,UNK,AM.perc,EM.perc,NM.perc,OM.perc,ER.perc,UNK.perc,type.50,type.60,type.80,type.100,stem.age,r.e0,r.e05,r.e09,shannon
Polemoniaceae,455,428,0,15,0,0,12,0.940659340659341,0,0.032967032967033,0,0,0.0263736263736264,AM,AM,AM,MIX,78.663657,0.0778033675570276,0.0690197460430099,0.0487810967043168,0.147914057346395
Polygalaceae,1163,1137,0,0,0,0,26,0.977644024075666,0,0,0,0,0.0223559759243336,AM,AM,AM,MIX,72.048799,0.0979719058539569,0.0883633112015016,0.0661202121792885,0
Polygonaceae,1384,478,179,707,0,0,20,0.345375722543353,0.129335260115607,0.510838150289017,0,0,0.0144508670520231,NM,MIX,MIX,MIX,59.102373,0.122376357649423,0.110660670732485,0.083526762635838,0.974581039161994
Pontederiaceae,33,12,0,21,0,0,0,0.363636363636364,0,0.636363636363636,0,0,0,NM,NM,MIX,MIX,65.640753,0.0532673286283977,0.0431624138141166,0.0218627066220481,0.655481773901393
Portulacaceae,258,58,0,197,0,0,3,0.224806201550388,0,0.763565891472868,0,0,0.0116279069767442,NM,NM,MIX,MIX,35.215387,0.157685604446761,0.138112379146638,0.0932735331122786,0.536177940558128
Posidoniaceae,10,0,0,10,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,59.265778,0.0388518495951246,0.0287644598580723,0.0108300929783187,0
Potamogetonaceae,186,17,0,169,0,0,0,0.0913978494623656,0,0.908602150537634,0,0,0,NM,NM,NM,MIX,53.82555,0.097086730627243,0.0843086867908389,0.0551859565869685,0.305760062579034
Primulaceae,2788,2614,0,0,0,0,174,0.937589670014347,0,0,0,0,0.0624103299856528,AM,AM,AM,MIX,72.52854,0.109378732453189,0.0998267882831716,0.0776758721491969,0
Proteaceae,1252,6,0,1245,0,0,1,0.00479233226837061,0,0.994408945686901,0,0,0.000798722044728434,NM,NM,NM,MIX,94.810769,0.0752287701796833,0.0679263425691244,0.0510182049358852,0.0303958614706007
Putranjivaceae,216,216,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,72.809952,0.0738261495857622,0.0643696369004682,0.042762221697528,0
Quillajaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,71.798121,0.00965411310081423,0.00564729414169717,0.00132747457004237,0
Rafflesiaceae,22,0,0,22,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,NA,NA,NA,NA,0
Ranunculaceae,2377,2358,0,10,0,0,9,0.992006731173748,0,0.00420698359276399,0,0,0.00378628523348759,AM,AM,AM,MIX,124.400456,0.0624884724486878,0.0569199512957636,0.0440093926156011,0.0273019486401243
Rapateaceae,95,87,0,0,0,0,8,0.91578947368421,0,0,0,0,0.0842105263157895,AM,AM,AM,MIX,77.520363,0.0587442668657336,0.0499378596938187,0.0302089117687352,0
Resedaceae,51,0,0,50,0,0,1,0,0,0.980392156862745,0,0,0.0196078431372549,NM,NM,NM,MIX,35.752468,0.109973544559898,0.0911292763906951,0.0501156862577446,0
Restionaceae,482,229,0,239,0,0,14,0.475103734439834,0,0.495850622406639,0,0,0.029045643153527,MIX,MIX,MIX,MIX,53.691922,0.115062822933599,0.102191712807238,0.0725222508294725,0.692918877700655
Rhabdodendraceae,3,0,0,0,0,0,3,0,0,0,0,0,1,UNK,UNK,UNK,UNK,87.047953,0.0126207710900233,0.00796281999371019,0.00209449562580701,0
Rhamnaceae,839,753,70,7,0,0,9,0.897497020262217,0.0834326579261025,0.00834326579261025,0,0,0.0107270560190703,AM,AM,AM,MIX,77.092391,0.087326526251692,0.078350854512703,0.0575970661332564,0.337164068838641
Rhipogonaceae,6,6,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,41.644148,0.0430254802962485,0.0300825693083064,0.00973642462581212,0
Rhizophoraceae,142,77,0,62,0,1,2,0.542253521126761,0,0.436619718309859,0,0.00704225352112676,0.0140845070422535,AM,MIX,MIX,MIX,89.428533,0.0554166203039612,0.0477442411998412,0.030356024556736,0.724818498641238
Roridulaceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,70.184411,0.00987608459889968,0.00577713914430605,0.00135799643320117,0
Rosaceae,4828,4774,20,1,0,0,33,0.988815244407622,0.00414250207125104,0.000207125103562552,0,0,0.00683512841756421,AM,AM,AM,MIX,89.277089,0.0950096791598729,0.0872480004955538,0.0692390953722622,0.0289929531974482
Rousseaceae,14,14,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,83.023094,0.0317870269881204,0.0242691873244602,0.010032258288701,0
Rubiaceae,13673,12303,0,815,0,0,555,0.89980253053463,0,0.0596065238060411,0,0,0.0405909456593286,AM,AM,AM,MIX,58.804917,0.161945273459175,0.150159285454204,0.122800127178598,0.232784094055727
Ruppiaceae,8,5,0,3,0,0,0,0.625,0,0.375,0,0,0,AM,AM,MIX,MIX,59.265778,0.035086716345474,0.0253785143388529,0.0089533668327474,0.661563238157982
Rutaceae,1730,1678,0,17,0,0,35,0.969942196531792,0,0.00982658959537572,0,0,0.0202312138728324,AM,AM,AM,MIX,50.000536,0.149115935227011,0.135264697454769,0.103168502460858,0.0561370397080516
Sabiaceae,116,115,0,0,0,0,1,0.991379310344828,0,0,0,0,0.00862068965517241,AM,AM,AM,MIX,128.901098,0.0368778099245234,0.0315670449466444,0.0195943144278589,0
Salicaceae,1269,1137,126,0,0,0,6,0.895981087470449,0.099290780141844,0,0,0,0.00472813238770686,AM,AM,AM,MIX,91.360478,0.0782174592794314,0.0706391334652681,0.0530915188725636,0.324560753648792
Salvadoraceae,8,2,0,6,0,0,0,0.25,0,0.75,0,0,0,NM,NM,MIX,MIX,57.232018,0.0363335352193913,0.026280348821114,0.009271527889549,0.562335144618808
Santalaceae,992,500,0,476,0,0,16,0.504032258064516,0,0.479838709677419,0,0,0.0161290322580645,AM,MIX,MIX,MIX,39.90748,0.172892979142879,0.155549372786386,0.115421211420044,0.692844812001974
Sapindaceae,1751,1706,0,0,0,0,45,0.974300399771559,0,0,0,0,0.0256996002284409,AM,AM,AM,MIX,68.662556,0.108762952726168,0.09867628713001,0.0753028185411296,0
Sapotaceae,1343,1221,0,34,0,0,88,0.90915860014892,0,0.0253164556962025,0,0,0.0655249441548771,AM,AM,AM,MIX,68.030559,0.105873908760962,0.095696087702633,0.0721257510703222,0.124482276485311
Sarcobataceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,36.017721,0.0192446151870615,0.0112573782252399,0.00264620240143248,0
Sarcolaenaceae,69,0,69,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM,42.020699,0.100762400563524,0.0846094459658897,0.048883616469482,0
Sarraceniaceae,32,0,0,32,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,79.322713,0.043691595656842,0.0353412065079838,0.0177879313546709,0
Saururaceae,7,7,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,114.203193,0.0170390170181609,0.0121388406462496,0.0041155034014306,0
Saxifragaceae,775,329,0,416,0,0,30,0.424516129032258,0,0.536774193548387,0,0,0.0387096774193548,NM,MIX,MIX,MIX,76.154516,0.0873600592426239,0.0782751391870611,0.0572759720166347,0.686312985801717
Scheuchzeriaceae,1,0,0,1,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,81.543689,0,0,0,0
Schisandraceae,73,73,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,158.653132,0.0270430176011173,0.0227598274747216,0.0132624810348541,0
Schlegeliaceae,43,43,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,NA,NA,NA,NA,0
Schoepfiaceae,51,31,0,0,0,0,20,0.607843137254902,0,0,0,0,0.392156862745098,AM,AM,MIX,MIX,40.345726,0.0974533370083445,0.080754440706346,0.0444101432014894,0
Sciadopityaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,218.914802,0,0,0,0
Scrophulariaceae,1576,1430,0,105,0,0,41,0.907360406091371,0,0.0666243654822335,0,0,0.0260152284263959,AM,AM,AM,MIX,40.96756,0.179718911021741,0.162814978641713,0.123652826610063,0.249490649585016
Setchellanthaceae,1,0,0,0,0,0,1,0,0,0,0,0,1,UNK,UNK,UNK,UNK,77.526558,0,0,0,0
Simaroubaceae,121,117,0,0,0,0,4,0.966942148760331,0,0,0,0,0.0330578512396694,AM,AM,AM,MIX,50.000536,0.0959147827054642,0.082216595921558,0.0512984372299836,0
Simmondsiaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,83.298423,0.0083212521389504,0.0048676204603317,0.00114420149111736,0
Siparunaceae,61,61,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,89.030833,0.0461735976813034,0.0385707635071228,0.0218565870214346,0
Sladeniaceae,3,3,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,76.588099,0.0143444256093641,0.00905032491484017,0.00238054683657776,0
Smilacaceae,261,248,0,0,0,0,13,0.950191570881226,0,0,0,0,0.0498084291187739,AM,AM,AM,MIX,80.587892,0.0690490875145697,0.0604954069676019,0.0408974199995742,0
Solanaceae,2678,2557,0,0,0,0,121,0.954817027632562,0,0,0,0,0.0451829723674384,AM,AM,AM,MIX,56.240507,0.140340582744944,0.128022524565518,0.0994584831111399,0
Sphaerosepalaceae,20,20,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,67.188807,0.0445867757936823,0.0349965323415175,0.0158465492175271,0
Sphenocleaceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,54.300777,0.0127649587879736,0.00746702221421554,0.00175522681386907,0
Stachyuraceae,7,7,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,44.332045,0.0438939856948921,0.0312707063506746,0.0106018937147099,0
Staphyleaceae,30,30,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,49.897625,0.0681635124249332,0.0549292681550515,0.0272753773979343,0
Stegnospermataceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,59.659673,0.0269769817952924,0.0184146548820023,0.00563986055741896,0
Stemonaceae,36,36,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,81.120592,0.0441752069370513,0.0359683116228279,0.0185412527164037,0
Stemonuraceae,71,71,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,87.099283,0.0489404703485483,0.0411429212161954,0.0238743818554722,0
Stilbaceae,38,38,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,34.21217,0.106324333116736,0.0868233282358208,0.0452342692298095,0
Strasburgeriaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK,53.671505,0.012914621651842,0.00755456937732908,0.00177580598502548,0
Strelitziaceae,7,7,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,65.2459,0.0298242517775878,0.0212472256665919,0.00720357339305206,0
Stylidiaceae,31,31,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,78.737994,0.0436128358119607,0.0352128442875974,0.0176064221437987,0
Styracaceae,133,133,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,78.817246,0.0620466887186309,0.0533473679020828,0.0336632158475471,0
Surianaceae,6,6,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,69.419194,0.0258107213003374,0.0180463485141497,0.0058408213167696,0
Symplocaceae,210,208,0,0,0,0,2,0.990476190476191,0,0,0,0,0.00952380952380952,AM,AM,AM,MIX,75.501572,0.0708211417203005,0.0617034960929836,0.0408797665407875,0
Talinaceae,28,0,0,0,0,0,28,0,0,0,0,0,1,UNK,UNK,UNK,UNK,30.502385,0.109244064363334,0.087670149380992,0.042892803944681,0
Tamaricaceae,79,61,0,18,0,0,0,0.772151898734177,0,0.227848101265823,0,0,0,AM,AM,MIX,MIX,49.422973,0.0884092475065598,0.0746389630205762,0.0440028510928341,0.536663075799896
Tapisciaceae,6,6,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,90.302246,0.0198418040369456,0.0138729990004387,0.00449008885236547,0
Taxaceae,31,31,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,158.616807,0.0216495796973466,0.0174797915471832,0.00873989577359157,0
Tecophilaeaceae,26,26,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,77.419167,0.0420838490553829,0.0336181566697092,0.0161815609369107,0
Tetrachondraceae,3,3,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,52.896014,0.0207692830818615,0.0131039586566947,0.0034467919793343,0
Tetramelaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,37.004215,0,0,0,0
Tetrameristaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,63.299512,0.0109502768451034,0.00640550132690066,0.00150570165223904,0
Theaceae,370,364,0,0,0,0,6,0.983783783783784,0,0,0,0,0.0162162162162162,AM,AM,AM,MIX,68.030559,0.0869242160076661,0.0767751281015858,0.053431151610681,0
Thurniaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,56.708725,0.0244458742657305,0.0161578439979766,0.00462652377508912,0
Thymelaeaceae,938,936,0,1,0,0,1,0.997867803837953,0,0.00106609808102345,0,0,0.00106609808102345,AM,AM,AM,MIX,75.241753,0.090956811559218,0.0817587051520227,0.0604812330753648,0.00836942313167065
Ticodendraceae,1,0,1,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM,32.795215,0,0,0,0
Tofieldiaceae,29,11,0,7,0,0,11,0.379310344827586,0,0.241379310344828,0,0,0.379310344827586,MIX,MIX,MIX,MIX,140.998142,0.023881845407484,0.0192062828820979,0.00946821743744921,0.668248477664539
Torricelliaceae,8,8,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,82.380243,0.0252419932978328,0.0182577441144022,0.00644120764565079,0
Tovariaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK,49.59424,0.0139763646052434,0.00817564919047382,0.00192179938243483,0
Trigoniaceae,32,32,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,55.900687,0.0619980914152223,0.0501489432662345,0.0252409594484995,0
Triuridaceae,54,54,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,97.969883,0.0407164316667018,0.0338286206248968,0.0187868922268437,0
Trochodendraceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,124.728133,0.00555726413831549,0.00325079112751703,0.000764143401427527,0
Tropaeolaceae,89,88,0,0,0,0,1,0.98876404494382,0,0,0,0,0.0112359550561798,AM,AM,AM,MIX,55.276754,0.0812029658928985,0.0688655214770809,0.0412900943075732,0
Typhaceae,65,44,0,21,0,0,0,0.676923076923077,0,0.323076923076923,0,0,0,AM,AM,MIX,MIX,90.169532,0.0462948756337744,0.0387770401366448,0.0221968547004339,0.629167037824939
Ulmaceae,64,64,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,71.234223,0.0583832167771335,0.0488703314604231,0.0279061701586097,0
Urticaceae,1465,1087,0,371,0,0,7,0.7419795221843,0,0.253242320819113,0,0,0.00477815699658703,AM,AM,MIX,MIX,63.23965,0.115269621534135,0.10431976935177,0.0789560027570557,0.567180143344932
Vahliaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,75.719313,0.0212553158324891,0.0145090102530131,0.00444367788467934,0
Velloziaceae,278,278,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,55.802124,0.100849586185835,0.0884924129637327,0.0601571567914794,0
Verbenaceae,1035,1026,0,0,0,0,9,0.991304347826087,0,0,0,0,0.00869565217391304,AM,AM,AM,MIX,29.203711,0.237714881704571,0.214013049309366,0.159165719570658,0
Violaceae,806,797,0,0,0,0,9,0.988833746898263,0,0,0,0,0.011166253101737,AM,AM,AM,MIX,89.031943,0.0751649746934831,0.0673935251273804,0.0494272378201026,0
Vitaceae,985,727,0,0,0,0,258,0.738071065989848,0,0,0,0,0.261928934010152,AM,AM,MIX,MIX,116.877466,0.0589732296315535,0.0530513655561517,0.0393502038593353,0
Vivianiaceae,16,14,0,0,0,0,2,0.875,0,0,0,0,0.125,AM,AM,AM,MIX,73.98946,0.0374727525006911,0.0289239327263136,0.012384071080856,0
Vochysiaceae,215,215,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,72.545041,0.074031773283134,0.0645410239291783,0.0428569743155979,0
Welwitschiaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,87.108282,0,0,0,0
Winteraceae,32,31,0,0,0,0,1,0.96875,0,0,0,0,0.03125,AM,AM,AM,MIX,112.055662,0.030928699549334,0.0250175701153462,0.0125918400599004,0
Xanthorrhoeaceae,1236,1230,0,0,0,0,6,0.995145631067961,0,0,0,0,0.00485436893203883,AM,AM,AM,MIX,75.625913,0.0941428057604757,0.0849880277390178,0.0637917021366044,0
Xeronemataceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,78.292857,0.00885326206144125,0.00517882631500041,0.00121735473012979,0
Xyridaceae,387,100,0,287,0,0,0,0.258397932816537,0,0.741602067183463,0,0,0,NM,NM,MIX,MIX,56.913385,0.104692853764185,0.0925592136026231,0.0646390847822605,0.571374526306732
Zamiaceae,216,216,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,158.290082,0.0339584030772324,0.0296086154847056,0.0196696803101686,0
Zingiberaceae,1587,1576,0,0,0,0,11,0.993068683049779,0,0,0,0,0.00693131695022054,AM,AM,AM,MIX,106.882289,0.0689506258658664,0.0624713741043396,0.0474603485055949,0
Zosteraceae,23,0,0,22,0,0,1,0,0,0.956521739130435,0,0,0.0434782608695652,NM,NM,NM,MIX,32.71356,0.0958469275715987,0.0759595302311335,0.0355556169920266,0
Zygophyllaceae,211,138,0,70,0,0,3,0.654028436018957,0,0.33175355450237,0,0,0.014218009478673,AM,AM,MIX,MIX,83.605805,0.0640129968663787,0.0557788911202047,0.0369716247975642,0.638712716743869
